Date,Volume,Close,Average
14/08/18,4326400,112.75,112.5699995
15/08/18,5183200,112.849998,112.295002
16/08/18,5082500,112.480003,112.865002
17/08/18,4764500,112.480003,112.375
20/08/18,5167600,111.989998,112.455002
21/08/18,4770400,112.389999,112.5
22/08/18,3213000,111.940002,112.345001
23/08/18,4257400,112,111.834999
24/08/18,5049000,111.93,112.0699995
27/08/18,4767700,112.330002,112.4799995
28/08/18,3131600,112.580002,112.494999
29/08/18,4001500,112.449997,112.369999
30/08/18,3481600,111.919998,112.004997
31/08/18,4642800,112.019997,111.9199985
04/09/18,6391200,110.849998,111.325001
05/09/18,6388300,109.870003,110.2599985
06/09/18,5267200,110.260002,109.8850025
07/09/18,4754800,110.970001,110.68
10/09/18,4636500,110.68,111.1400035
11/09/18,5488600,109.599998,110.0600015
12/09/18,5236700,109.459999,109.715
13/09/18,5119400,110.669998,110.045002
14/09/18,6012400,109.260002,110.0649985
17/09/18,5592900,109.360001,109.244999
18/09/18,4937800,109.529999,108.9900015
19/09/18,5964600,109.790001,109.8300015
20/09/18,7121800,111.620003,110.9449995
21/09/18,25753600,110.400002,111.1900025
24/09/18,9232300,112.769997,112.419998
25/09/18,12169400,113.629997,113.6800005
26/09/18,11141500,115.209999,115.165001
27/09/18,5195300,116.040001,115.849998
28/09/18,7366800,116.940002,116.4049985
01/10/18,8643900,116.239998,116.540001
02/10/18,6441700,117.660004,116.5
03/10/18,6111700,116.910004,117.419998
04/10/18,6442800,116.129997,116.1450005
05/10/18,5835700,114.779999,115.6550025
08/10/18,5652300,116.019997,115.1400035
09/10/18,6761400,116.889999,116.904999
10/10/18,9006500,112.860001,114.980003
11/10/18,10045400,111.150002,111.785
12/10/18,5963900,112.610001,112.25
15/10/18,6628800,113.440002,113.255001
16/10/18,7619000,116.190002,115.1049995
